,Author,Books,Year Published,Pages
5373,Paul White,Dance with Destiny,1650,1906
5374,Thomas Simmons,Shades of Grey,1816,4789
5375,Tracey Walker,Hunger Games,1545,4490
5376,William Hamilton,Sands of Time,1656,3687
5377,Wendy Walton,Night Circus,1663,3816
5378,Paul White,Alchemist,1568,3889
5379,Barbara Farmer,Pirate's Treasure,1713,3669
5380,Patricia Simpson,Song of Ice and Fire,1912,3331
5381,Robert Barrett,Emerald City,1550,1520
5382,Cindy Gilbert,Lighthouse Keeper,1735,4668
5383,Lisa Rios,Phantom of the Opera,1955,1543
5384,Christine Miles,White Queen,1546,3614
5385,Ashley Doyle,Crown of Thorns,1506,2615
5386,Michelle Johnson,Secret Life of Bees,2004,295
5387,Derrick Brady,Girl on the Train,1628,1987
5388,James Hill,Road,1946,4100
5389,Leonard Stevenson,Lovely Bones,1942,437
5390,Paul White,Ruby Red Door,1606,4147
5391,Carol Sullivan,Witch of Blackbird Pond,1707,2587
5392,Michelle Wis,Glass Castle,1784,3624
5393,Leah Manning,Black Cat,1585,3891
5394,Rita Powell,Tears of the Moon,1735,932
5395,Derrick Brady,Shadows of the Night,1571,1749
5396,Jessie Bowman,Black Cat,1630,1659
5397,Jessie Bowman,Witch of Blackbird Pond,1723,1264
5398,Michael Patterson,Lost Kingdom,1585,3404
5399,Rosemary Lucas,Dragon's Roar,1740,257
5400,William Doyle,Enchanted Castle,2001,1893
5401,Christine Miles,Beyond the Horizon,1611,4253
5402,Victor Davis,Da Vinci Code,1709,3425
5403,Patricia Meyer,Mirror of Truth,1565,4579
5404,Emily Moore,River of Dreams,1939,3950
5405,Richard Freeman,Beneath the Silver Moon,1752,4570
5406,Richard Garcia,Black Cat,2017,4974
5407,Paul Graham,Art of Deception,2006,808
5408,Lydia Martinez,Queen's Gambit,1614,3685
5409,Sandra Craig,Maze Runner,1678,1206
5410,Erin Gonzales,Da Vinci Code,1555,1838
5411,Ted Smith,Lovely Bones,1603,1455
5412,Lauren Holland,Golden Child,1911,1468
5413,Thomas Simmons,Last Voyage,1883,1432
5414,Leonard Stevenson,Dance with Destiny,1590,549
5415,Jessie Bowman,Wonders of the World,1502,4001
5416,Wendy Walton,Lost Kingdom,1683,158
5417,Albert Mills,Kite Runner,1759,1698
5418,Leonard Stevenson,Crown of Thorns,1575,3683
5419,Patricia Meyer,White Queen,1727,3030
5420,Leah Manning,Lost City of Atlantis,1957,3822
5421,Lauren Holland,Lord of the Rings,1572,367
5422,Christine Miles,Dragon's Lair,1791,1306
5423,Bernard Brown,Valley of Dreams,1889,887
5424,Helen Hernandez,Enigma of Love,1705,3652
5425,Robert Evans,Secret Garden,1616,630
5426,Wayne Morrison,Blood of Our Fathers,1576,2143
5427,Jacqueline Brown,Handmaid's Tale,1731,362
5428,Sandra Craig,In the Arms of the Sea,1518,2479
5429,Daniel Craig,Twist of Fate,1606,2022
5430,Paul White,Silence of the Lambs,1724,177
5431,Rosemary Wright,Witch of Blackbird Pond,1977,2955
5432,John Thomas,Sands of Time,1531,364
5433,Michelle Johnson,Curse of the Pharaohs,1754,3317
5434,James Ross,Song of Ice and Fire,1800,2736
5435,Daniel Craig,River of Dreams,1766,186
5436,Melissa Hall,Da Vinci Code,1973,2095
5437,Anthony Lee,Rising Sun,1644,929
5438,Anthony Davis,Great Gatsby,1718,2203
5439,William Hamilton,Midnight Serenade,1934,472
5440,Jacqueline Brown,Book of Miracles,1642,1282
5441,Rosemary Wright,Edge of Tomorrow,1912,4791
5442,Charles Johnson,Secrets We Keep,1885,1910
5443,Lisa Rios,Tears of a Clown,1957,4847
5444,Ella Harrison,Witching Hour,1852,4753
5445,Laura Hernandez,Art of Deception,1793,4835
5446,Maria Webb,Fire Within,1875,4306
5447,Tracey Walker,Wonders of the World,1969,1754
5448,Bernard Brown,Night Circus,1523,4472
5449,Wilma Jackson,Handmaid's Tale,2021,3918
5450,Juan Thompson,Edge of Tomorrow,1861,2205
5451,Evelyn Smith,Echoes of the Past,1731,3661
5452,Laura Hernandez,Book Thief,2005,3358
5453,Bernard Brown,Help,1668,4395
5454,Anthony Lee,Time Traveler's Wife,1962,602
5455,Thomas Cain,Alchemist,1500,4593
5456,Linda Ward,Girl on the Train,2000,3761
5457,Gary Johnson,Song of Achilles,1677,1842
5458,Jacqueline Brown,Forgotten Realm,1853,1500
5459,Rosemary Lucas,Lord of the Rings,1698,3671
5460,Ashley Doyle,Beneath the Silver Moon,1943,4662
5461,Virginia Jackson,Wonders of the World,1899,908
5462,Virginia Jackson,Girl on the Train,1668,740
5463,Robert Barrett,Forbidden Forest,1797,3405
5464,Timothy Griffin,Enchanted Castle,1569,1795
5465,Lisa Rios,Girl with the Sapphire Eyes,1759,2443
5466,Mary Abbott,Echoes of the Past,1775,3135
5467,James Ross,White Queen,1683,4207
5468,Emily Moore,Help,1589,4360
5469,Wilma Jackson,Cursed Castle,1623,4714
5470,Erin Gonzales,Handmaid's Tale,1911,4166
5471,Eva Wright,Dragon's Roar,2019,2522
5472,Victor Davis,Giver,1655,4592
5473,Kimberly Medina,Enigma of Love,1886,469
5474,Daniel Craig,Fire Within,1703,3649
5475,Michael Patterson,Secret Society,1870,2369
5476,Wayne Morrison,Secret Life of Bees,1567,2376
5477,Robert Barrett,Midnight Garden,1996,2890
5478,Ernest Torres,Da Vinci Code,1861,3817
5479,Jeffrey Williams,Secrets We Keep,1915,946
5480,Albert Mills,Tears of a Clown,1858,1697
5481,Michael Smith,In the Arms of the Sea,2021,2477
5482,Wayne Morrison,Art of Deception,1744,1477
5483,Diana Terry,Forbidden Forest,1988,2861
5484,Megan Knight,Dragon's Lair,1809,533
5485,Linda Ward,Witching Hour,1654,568
5486,Albert Mills,Martian,1974,680
5487,Megan Knight,Help,2014,3001
5488,Edward May,Dance with Destiny,1905,3229
5489,Virginia Jackson,Lord of the Rings,1856,3381
5490,Gregory Gibbs,In the Arms of the Sea,1839,3659
5491,Linda Ward,Queen's Necklace,1580,3688
5492,Virginia Jackson,Twist of Fate,1686,1351
5493,Mary Graham,Da Vinci Code,1968,4285
5494,Emily Moore,Dragon's Eye,1547,3832
5495,Charles Johnson,Clockwork Angel,1991,1487
5496,Jacqueline Brown,Ruby Red Door,1554,1898
5497,Rosemary Lucas,Hunger Games,2018,1030
5498,John Thomas,Golden Compass,1729,996
5499,Albert Mills,Blood Red Rose,1964,717
5500,Rosemary Wright,Beyond the Horizon,1991,2981
5501,Delores Brown,Sands of Time,1755,3560
5502,Megan Knight,Pirate's Treasure,1906,2686
5503,Lauren Holland,Alchemist,1693,2973
5504,Lauren Holland,Edge of Tomorrow,1803,4094
5505,Barbara Farmer,Song of Ice and Fire,1970,439
5506,Victoria Brown,Glass Castle,1772,1994
5507,Melissa Hall,Dance with Destiny,1998,3803
5508,Frances Rose,Last Voyage,1620,1411
5509,Michelle Johnson,Echoes of the Past,1532,4369
5510,Daniel Craig,Mask of Deception,1836,767
5511,Wendy Walton,Black Cat,1585,734
5512,Randy Parker,Kite Runner,1521,2506
5513,Leah Manning,Lighthouse Keeper,1618,756
5514,Paul White,White Queen,1686,2265
5515,Rosemary Wright,Curse of the Pharaohs,1810,813
5516,Delores Brown,Help,1876,700
5517,James Ross,Night Circus,1648,3792
5518,Deanna Owens,Night Circus,1913,2159
5519,Patrick Hall,Wonders of the World,1979,4073
5520,Leah Manning,Song of Ice and Fire,1724,2344
5521,Virginia Jackson,Silent Forest,1536,1945
5522,Rosemary Lucas,Dragon's Lair,1847,141
5523,Kevin Ellis,Mask of Deception,1898,113
5524,Rosemary Wright,Valley of Dreams,1749,2788
5525,Mary Abbott,Heart of the Forest,1854,3927
5526,Kelly Franklin,Help,1523,3709
5527,Lydia Martinez,Queen's Gambit,1590,2418
5528,Albert Mills,Shac,1906,4650
5529,Patricia Simpson,River of Dreams,1743,154
5530,Carol Sullivan,Art of Deception,1796,2332
5531,Kenneth May,Fault in Our Stars,1637,1967
5532,Leonard Stevenson,Lost Kingdom,1651,3466
5533,Carol Sullivan,Last Train Home,1661,337
5534,Patrick Hall,Dance with Destiny,1538,2208
5535,Maria Webb,Queen's Gambit,1635,2197
5536,Nancy Horton,Mists of Avalon,1628,1685
5537,Wayne Morrison,White Queen,1564,1857
5538,Emily Moore,Tears of a Clown,1656,1230
5539,Victor Davis,Road,1627,2276
5540,Mary Abbott,Enchanted Castle,1889,3419
5541,Rosemary Lucas,Kite Runner,1565,491
5542,Teresa Ray,Mirror of Truth,1529,4523
5543,Wilma Jackson,Road,1672,3069
5544,Deanna Owens,Queen's Gambit,2009,4135
5545,William Ortiz,Kite Runner,2019,151
5546,Eva Wright,Secret Key,1721,4713
5547,William Hamilton,Dark Tower,2009,4018
5548,Albert Mills,Heart of the Forest,1910,4675
5549,Ashley Doyle,Road,1575,2136
5550,Paul Graham,Fire Within,1613,2714
5551,Alberto Brown,Queen's Gambit,1528,4882
5552,Ted Smith,Dragon's Roar,1779,4272
5553,Mary Graham,Giver,1827,4208
5554,Thomas Simmons,Warrior's Heart,1708,2628
5555,Ted Smith,Emerald Isle,1836,3787
5556,Lydia Martinez,Crown of Thorns,1815,2315
5557,James Hill,Golden Compass,1720,2382
5558,Wilma Jackson,Blood Red Rose,1648,2740
5559,Michelle Wis,Fault in Our Stars,1611,4492
5560,Sandra Craig,Mirror of Truth,1969,1818
5561,Thomas Simmons,Sands of Time,1772,1926
5562,Connie Howell,Silver Lining,1961,1986
5563,Helen Hernandez,Crystal Caves,1879,3439
5564,Michael Martinez,Girl with the Dragon Tattoo,1666,2162
5565,Kimberly Medina,Twist of Fate,1704,1068
5566,James Ross,Shadows of the Night,1584,4437
5567,Mary Graham,Whispers in the Dark,1909,858
5568,Michael Smith,Time Traveler's Wife,1863,419
5569,Sherry Bennett,Queen's Gambit,1928,2402
5570,James Hill,In the Arms of the Sea,1870,4251
5571,Erin Gonzales,Rising Sun,1754,3742
5572,Maria Webb,Lost Kingdom,1888,4704
5573,Juan Thompson,Enchanted Castle,1582,3162
5574,Wayne Morrison,Shades of Grey,1763,797
5575,Derrick Brady,Secret Society,1588,2535
5576,Kenneth May,Golden Compass,1586,4407
5577,Maria Webb,White Queen,1797,2614
5578,Rita Powell,Giver,1711,3076
5579,Michelle Johnson,Witch of Blackbird Pond,1963,1840
5580,Michelle Johnson,Alchemist,1760,1036
5581,Paul White,Shadow of the Moon,1720,1375
5582,Rita Powell,Phantom of the Opera,1918,1356
5583,Jacqueline Brown,Fault in Our Stars,1752,4945
5584,Delores Brown,Last Train Home,1577,998
5585,Michelle Wis,Mists of Avalon,1887,4765
5586,Ashley Doyle,Midnight Carnival,1986,1875
5587,Robert Barrett,Echoes of the Past,1684,3926
5588,Ashley Doyle,Glass Castle,2007,3909
5589,Edward May,Song of Ice and Fire,1826,1641
5590,Dana Huff,Mists of Avalon,1571,3632
5591,Lisa Rios,Song of Ice and Fire,1838,4855
5592,Kelly Franklin,Book of Miracles,1578,1046
5593,Paul White,Shac,1885,4445
5594,Wilma Jackson,Beneath the Silver Moon,2006,4823
5595,Mary Abbott,Girl with the Sapphire Eyes,1789,3382
5596,Leah Manning,Silver Lining,1788,2045
5597,Lauren Holland,Crystal Caves,1669,2698
5598,James Ross,Da Vinci Code,1849,479
5599,Leah Manning,Art of Deception,1620,4653
5600,Cindy Gilbert,Clockwork Angel,1830,2122
5601,John Thomas,Crown of Thorns,1581,2413
5602,Dana Huff,Golden Compass,1561,4444
5603,Dana Huff,Forgotten Realm,1697,284
5604,Thomas Simmons,Kite Runner,1918,679
5605,Virginia Jackson,Mirror of Truth,1885,2760
5606,Jessie Bowman,Shac,1861,3015
5607,Beatrice Ortiz,Midnight Carnival,1920,2914
5608,Jessie Bowman,Forgotten Realm,1524,2452
5609,Laura Hernandez,Silence of the Lambs,1946,553
5610,Delores Brown,Shadows of the Night,1575,1220
5611,Maria Webb,Girl with the Dragon Tattoo,2001,3450
5612,Cindy Gilbert,Silent Forest,1644,2357
5613,William Ortiz,Golden Child,1557,4336
5614,Juan Thompson,Hunger Games,1609,261
5615,Richard Garcia,Enigma of Love,1592,2898
5616,Patricia Simpson,Handmaid's Tale,1685,4876
5617,Nancy Horton,Song of Ice and Fire,1909,2588
5618,Victor Davis,Fault in Our Stars,1719,870
5619,Erin Gonzales,Shadow of the Moon,1581,745
5620,Thomas Cain,Secret Society,1744,2353
5621,Eva Wright,Black Cat,1557,327
5622,Tracey Walker,Beyond the Horizon,1574,2083
5623,Bernard Brown,Silence of the Lambs,1967,930
5624,Derrick Brady,Shades of Grey,1935,4491
5625,Ted Smith,Maze Runner,1955,1344
5626,Jeffrey Bowers,In the Arms of the Sea,1648,1994
5627,John Thomas,Heart of the Forest,1908,2009
5628,Ashley Doyle,Book Thief,1720,4497
5629,Paul Graham,Midnight Carnival,2001,4659
5630,Jessie Bowman,Queen's Gambit,1989,1117
5631,Connie Howell,Whispering Wind,2004,4221
5632,Sherry Bennett,Lost City of Atlantis,1655,2251
5633,Juan Thompson,Forbidden Forest,1900,1609
5634,Helen Hernandez,Witch of Blackbird Pond,1896,946
5635,Timothy Griffin,Shadows of the Night,1984,3962
5636,Teresa Ray,Hunger Games,1991,2589
5637,Ted Smith,Midnight Serenade,1573,3286
5638,Patrick Hall,Lost Kingdom,1913,2486
5639,Beatrice Ortiz,Echoes of the Past,1944,3508
5640,James Hill,Da Vinci Code,1838,2078
5641,Lisa Rios,Secret Society,1997,692
5642,Mary Graham,Secret Key,1541,488
5643,Connie Howell,Emerald City,1815,3656
5644,Wendy Walton,Golden Child,1515,2660
5645,Linda Ward,Mask of Deception,1873,2044
5646,Diana Terry,Road,1617,4322
5647,Virginia Jackson,Midnight Carnival,1811,3883
5648,Gregory Gibbs,Girl on the Train,1794,1412
5649,Jacqueline Brown,Lovely Bones,1848,2544
5650,William Hamilton,Golden Compass,1822,3086
5651,Carol Sullivan,Whispers in the Dark,1988,3137
5652,Mary Graham,Secret Life of Bees,1880,4741
5653,Diana Terry,Hunger Games,1879,2443
5654,John Ryan,Blood of Our Fathers,1546,658
5655,Michelle Wis,Emerald City,1603,509
5656,James Hill,Lovely Bones,1918,1407
5657,Ella Harrison,Emerald Isle,1955,4294
5658,Cindy Gilbert,Lost City of Atlantis,1817,4960
5659,Thomas Simmons,Time Traveler's Wife,1694,4831
5660,Jeffrey Bowers,Beyond the Horizon,2021,4102
5661,Edward May,Shadows of the Night,1906,2168
5662,Maria Webb,Secret Society,1830,547
5663,Robert Barrett,Mists of Avalon,1592,876
5664,Leah Manning,Sands of Time,1852,1365
5665,Erin Gonzales,Shac,1815,2875
5666,Michelle Johnson,Tears of the Moon,1922,4101
5667,Sherry Bennett,Handmaid's Tale,1731,2909
5668,Robert Barrett,Sands of Time,1600,2735
5669,Edward May,Lost Kingdom,1868,2426
5670,Victor Davis,Valley of Dreams,1507,1225
5671,Jessie Bowman,Cursed Castle,1861,4797
5672,Nancy Horton,Midnight Serenade,1624,3524
5673,John Ryan,Midnight Garden,1648,4535
5674,Kimberly Medina,Forgotten Realm,1903,985
5675,Connie Howell,Girl with the Sapphire Eyes,1754,2632
5676,Eric Davis,Mirror of Truth,1816,3058
5677,Albert Mills,Shadow of the Moon,1748,698
5678,Thomas Cain,Heart of the Forest,1879,4849
5679,Tyrone Evans,Midnight Garden,1994,4348
5680,William Doyle,Secret Key,1944,3787
5681,Anthony Davis,Martian,1645,3846
5682,Howard Jenkins,Lovely Bones,1585,4878
5683,Victor Davis,Knight's Code,1593,2289
5684,Daniel Craig,Enigma of Love,1529,2822
5685,Ann Henderson,Art of Deception,1669,3917
5686,Jacqueline Brown,Beyond the Horizon,1664,1859
5687,Wayne Morrison,Fault in Our Stars,1942,2008
5688,Beatrice Ortiz,Shadow of the Moon,1808,2639
5689,Lydia Martinez,Forbidden Forest,1591,2140
5690,Eric Davis,Last Train Home,1507,986
5691,James Ross,Shac,1761,4792
5692,Richard Garcia,Last Train Home,1850,373
5693,Howard Jenkins,Secrets We Keep,1683,4052
5694,Beatrice Ortiz,Moonlit Path,1706,1380
5695,Rosemary Wright,Enchanted Princess,1774,4050
5696,Tyrone Evans,Maze Runner,1871,2776
5697,Diane Robbins,Wonders of the World,1772,4186
5698,Charles Johnson,Moonlit Path,1605,965
5699,Derrick Brady,Midnight Garden,1617,4200
5700,Eva Wright,Beneath the Silver Moon,1782,2074
5701,Erin Gonzales,Ruby Red Door,1786,4394
5702,Rita Powell,Mists of Avalon,1805,2110
5703,Melissa Hall,Crystal Caves,1523,4248
5704,Nancy Horton,Fire Within,2009,4198
5705,Tracey Walker,Song of Achilles,1636,2096
5706,Timothy Griffin,Secret Society,1816,2270
5707,Ted Smith,Secret Life of Bees,1955,1613
5708,Frances Rose,Beyond the Horizon,1716,4469
5709,Daniel Craig,Midnight Garden,1707,2381
5710,Victor Davis,Shadow of the Moon,1608,4848
5711,Judy Rose,Girl with the Sapphire Eyes,1678,265
5712,Evelyn Smith,Girl with the Dragon Tattoo,1550,137
5713,Evelyn Smith,Silence of the Lambs,1733,763
5714,Laura Hernandez,Shadow of the Moon,1914,668
5715,Michael Patterson,Handmaid's Tale,1888,1697
5716,Tracey Walker,Maze Runner,1580,3137
5717,Edward May,Secrets We Keep,1717,2172
5718,Diane Robbins,Midnight Garden,1703,1026
5719,Connie Howell,Book of Miracles,1504,994
5720,Laura Hernandez,Forgotten Realm,1814,4963
5721,Ernest Torres,Valley of Dreams,1716,3345
5722,Richard Garcia,Witch of Blackbird Pond,1834,4687
5723,Sandra Craig,Valley of Dreams,1946,1724
5724,Michelle Johnson,Lost City of Atlantis,1767,3676
5725,Nancy Horton,White Queen,1518,4310
5726,Anthony Lee,Ruby Red Door,1631,3336
5727,Victoria Brown,Shades of Grey,1906,3622
5728,John Thomas,Girl with the Dragon Tattoo,1509,1676
5729,Ella Harrison,Black Cat,1877,159
5730,Evelyn Smith,Queen's Necklace,1709,878
5731,Eric Davis,Emerald Isle,1705,4572
5732,Evelyn Smith,Book of Miracles,1887,1840
5733,Leah Manning,Dragon's Roar,1519,587
5734,Leonard Stevenson,Shadow of the Moon,1629,689
5735,Ernest Torres,Tears of a Clown,1568,2135
5736,Carol Sullivan,Dragon's Roar,1612,1662
5737,Melissa Hall,Shadows of the Night,1888,1604
5738,Frances Rose,Enchanted Castle,1615,1304
5739,Lisa Rios,Pirate's Treasure,1996,106
5740,Ted Smith,Book of Miracles,1653,1817
5741,Ella Harrison,Last Voyage,1817,3720
5742,Ella Harrison,Song of Achilles,1969,999
5743,Barbara Farmer,Great Gatsby,1989,1382
5744,Eric Davis,Secrets We Keep,1859,1337
5745,Christine Miles,Black Cat,1791,1512
5746,Alberto Brown,Warrior's Heart,1733,4545
5747,Helen Hernandez,Song of Achilles,1561,1740
5748,Jacqueline Brown,Lighthouse Keeper,1637,3327
5749,Wilma Jackson,Secret Society,1756,4364
5750,Jeffrey Williams,Da Vinci Code,1616,735
5751,Jeffrey Bowers,Valley of Dreams,1543,309
5752,Michelle Johnson,Silver Lining,1635,1952
5753,Richard Freeman,Mirror of Truth,1818,962
5754,Alberto Brown,Moonlit Path,1711,1286
5755,Frances Rose,Fault in Our Stars,1773,1370
5756,Kelly Franklin,Emerald Isle,1794,1282
5757,Eric Davis,Golden Compass,1678,2836
5758,Gary Johnson,Midnight Garden,1553,4913
5759,Teresa Ray,Silence of the Lambs,1888,2884
5760,Laura Hernandez,Last Voyage,1562,1120
5761,Janet Baldwin,Da Vinci Code,1619,3078
5762,Christine Miles,Secret Society,1795,199
5763,Jeffrey Bowers,Ruby Red Door,1775,4999
5764,Kenneth May,Secret Key,1915,2244
5765,Patricia Simpson,Queen's Gambit,1674,1256
5766,Diana Terry,Enchanted Castle,1981,4502
5767,Beatrice Ortiz,Warrior's Heart,1632,1382
5768,Rosemary Wright,Cursed Castle,1767,2749
5769,Bernard Brown,Great Gatsby,1609,4116
5770,Victoria Brown,Midnight Carnival,1793,1486
5771,Melissa Hall,Last Voyage,1637,4950
5772,Lauren Holland,Hunger Games,1658,396
5773,Hazel Greer,Enchanted Castle,1573,1195
5774,Judy Rose,Lost Kingdom,1803,3462
5775,Tracey Walker,Enchanted Princess,1647,4576
5776,Sandra Craig,Enchanted Princess,1997,1613
5777,Deanna Owens,Last Train Home,1801,2294
5778,Ashley Doyle,Clockwork Angel,1665,4234
5779,Anthony Davis,Enchanted Princess,1786,1195
5780,Diane Robbins,Dragon's Eye,1602,1602
5781,James Ross,Sands of Time,1551,3893
5782,Linda Ward,Book of Miracles,1998,1609
5783,Delores Brown,Secret Garden,2018,1401
5784,Barbara Farmer,Blood of Our Fathers,1898,1760
5785,James Hill,Last Voyage,1524,105
5786,Kimberly Medina,Whispers in the Dark,1646,402
5787,Kimberly Medina,Lighthouse Keeper,1895,2885
5788,Rosemary Wright,Handmaid's Tale,1591,3830
5789,Richard Garcia,Tears of a Clown,1843,1503
5790,Delores Brown,Giver,1626,1294
5791,Carole Kelly,Dragon's Roar,1755,4575
5792,Anthony Lee,Fire Within,1526,2807
5793,Anthony Davis,Tears of the Moon,1869,3438
5794,Victoria Brown,Glass Castle,1749,3717
5795,Michael Martinez,White Queen,1553,602
5796,Melissa Hall,Island of Secrets,1537,1323
5797,Richard Freeman,Great Gatsby,1703,4176
5798,Timothy Griffin,Shac,1658,3743
5799,Ann Henderson,Queen's Necklace,1822,2313
5800,Diane Robbins,Secret Life of Bees,1552,4325
5801,Carole Kelly,Blood Red Rose,2004,4035
5802,Rita Powell,Blood Red Rose,1737,3419
5803,Sherry Bennett,Shadow of the Moon,1552,3606
5804,Lauren Holland,Wonders of the World,1526,3879
5805,Tracey Walker,Enchanted Castle,1843,1365
5806,Charles Johnson,Twist of Fate,1826,4824
5807,Tracey Walker,Time Traveler's Wife,1973,1039
5808,Connie Howell,Emerald Isle,1701,2760
5809,Paul White,Shadow of the Moon,1920,717
5810,Timothy Griffin,Crystal Caves,1732,435
5811,Michelle Wis,Whispers in the Dark,1913,3100
5812,Daniel Craig,Fire Within,1895,4794
5813,Hazel Greer,Echoes of the Past,1505,4206
5814,Robert Barrett,Shac,1747,3252
5815,Paul White,Help,1644,1536
5816,Linda Ward,Shadows of the Night,1982,987
5817,Patrick Hall,Blood of Our Fathers,1634,259
5818,Maria Webb,Emerald City,2006,787
5819,Beatrice Ortiz,Dark Tower,1670,1767
5820,Beatrice Ortiz,Golden Child,1606,2439
5821,Mary Abbott,Dragon's Eye,1601,3205
5822,Diane Robbins,Curse of the Pharaohs,1596,2010
5823,Timothy Griffin,Forgotten Realm,1541,1443
5824,Ernest Torres,Enigma of Love,1915,3424
5825,Leah Manning,White Queen,1542,4911
5826,Delores Brown,Black Cat,2002,4328
5827,John Thomas,Echoes of the Past,1655,4109
5828,James Hill,Moonlit Path,1852,1923
5829,Ann Henderson,Witch of Blackbird Pond,1835,4864
5830,Richard Garcia,Crystal Caves,1693,1470
5831,Gregory Gibbs,Mirror of Truth,1709,3132
5832,Carol Sullivan,Blood of Our Fathers,1973,1162
